"price","zipcode","room_type","bedrooms","accommodates","neighbourhood_group_cleansed","availability_30","host_is_superhost","review_scores_rating","review_scores_location","TV","Elevator","cleaning_fee","property_type","minimum_nights","bathrooms"
42,"11207","Shared room",1,2,"Brooklyn",0,0,84,10,"0","0",0,"Apartment",2,2
59,"10030","Private room",1,2,"Manhattan",2,0,91,9,"0","0",30,"Apartment",2,2
89,"10128","Private room",1,2,"Manhattan",12,0,94,10,"1","0",50,"Apartment",1,1
59,"10458","Private room",1,2,"Bronx",8,0,100,10,"1","0",49,"House",1,2
90,"10033","Entire home/apt",1,4,"Manhattan",2,0,93,10,"1","1",90,"Apartment",3,1
75,"11102","Private room",1,2,"Queens",0,0,96,9,"1","0",0,"Apartment",2,2
47,"11237","Private room",1,2,"Brooklyn",0,0,99,10,"0","0",5,"Apartment",1,1
45,"10032","Private room",1,1,"Manhattan",0,0,98,10,"0","1",0,"Apartment",2,1
350,"10018","Private room",1,2,"Manhattan",0,1,97,10,"0","0",40,"Apartment",1,1
85,"11211","Private room",1,1,"Brooklyn",11,1,96,10,"1","0",55,"Townhouse",2,1
461,"10038","Entire home/apt",2,5,"Manhattan",28,0,100,8,"1","1",0,"Other",1,2
300,"10021","Entire home/apt",1,5,"Manhattan",0,0,90,9,"1","1",100,"Apartment",3,1
49,"11211","Private room",1,2,"Brooklyn",1,0,93,10,"0","0",40,"Apartment",5,1
35,"11104","Shared room",1,1,"Queens",18,0,60,8,"1","0",10,"House",1,1
65,"11377","Private room",1,2,"Queens",0,1,99,10,"1","0",10,"House",1,1
50,"11235","Private room",1,3,"Brooklyn",2,1,98,10,"0","1",20,"Apartment",2,1
130,"10029","Entire home/apt",0,2,"Manhattan",3,0,100,8,"1","0",50,"Apartment",4,1
135,"10036","Private room",1,2,"Manhattan",5,1,95,10,"1","0",75,"Apartment",2,1
200,"","Entire home/apt",0,3,"Manhattan",15,0,96,10,"1","1",165,"Apartment",1,1
200,"10036","Entire home/apt",1,2,"Manhattan",0,0,98,10,"1","0",0,"Apartment",4,1
42,"10035","Private room",1,2,"Manhattan",9,0,86,9,"1","0",60,"Apartment",1,1
35,"11221","Private room",1,1,"Brooklyn",2,1,99,9,"1","0",0,"Apartment",30,1
150,"11221","Private room",1,2,"Brooklyn",0,1,97,9,"1","0",0,"Apartment",2,1
120,"10010","Private room",1,2,"Manhattan",0,0,86,9,"0","1",40,"Apartment",1,1
199,"11205","Entire home/apt",2,6,"Brooklyn",19,0,100,8,"1","1",0,"Apartment",2,1
200,"11237","Entire home/apt",2,6,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",3,1
99,"11211","Private room",1,2,"Brooklyn",0,0,100,10,"1","1",25,"Apartment",2,1
240,"10452","Entire home/apt",4,16,"Bronx",4,0,88,8,"1","0",60,"Townhouse",1,2
179,"11211","Entire home/apt",1,2,"Brooklyn",0,0,95,10,"0","0",80,"Apartment",7,1
150,"10021","Entire home/apt",1,4,"Manhattan",4,0,100,10,"1","1",100,"Apartment",1,1
165,"10026","Entire home/apt",0,2,"Manhattan",5,0,90,10,"1","0",70,"Apartment",3,1
100,"10035","Entire home/apt",2,6,"Manhattan",5,0,94,9,"1","0",135,"Apartment",30,1
90,"10038","Private room",1,2,"Manhattan",0,1,96,9,"0","0",30,"Apartment",1,1
83,"10036","Private room",1,1,"Manhattan",4,1,96,10,"1","0",25,"Apartment",2,1
95,"11206","Private room",1,2,"Brooklyn",0,0,100,9,"1","1",40,"Apartment",3,1
43,"11373","Private room",1,1,"Queens",0,0,96,9,"0","1",12,"Apartment",2,1
130,"10030","Entire home/apt",1,2,"Manhattan",4,1,96,10,"0","0",40,"Apartment",1,1
110,"10012","Entire home/apt",0,2,"Manhattan",8,1,67,10,"1","0",125,"Apartment",30,1
99,"11215","Private room",1,2,"Brooklyn",0,1,98,10,"1","0",50,"Townhouse",2,2
90,"10016","Private room",1,2,"Manhattan",8,0,80,9,"0","1",50,"Other",7,1
65,"10044","Private room",1,1,"Manhattan",0,0,97,10,"0","1",0,"Apartment",3,1
110,"11104","Entire home/apt",1,3,"Queens",0,0,92,10,"1","0",42,"Townhouse",1,1
130,"10001","Private room",2,3,"Manhattan",6,0,92,10,"0","0",90,"Condominium",2,1
70,"10027","Private room",1,1,"Manhattan",7,0,90,10,"0","0",125,"Townhouse",7,1
85,"10019","Shared room",1,2,"Manhattan",28,0,100,10,"1","1",5,"Apartment",1,2
70,"10027","Private room",1,1,"Manhattan",20,0,96,10,"0","1",0,"Apartment",2,1
60,"10031","Private room",1,2,"Manhattan",0,0,96,8,"1","1",0,"Apartment",2,1
150,"10002","Entire home/apt",1,2,"Manhattan",0,0,98,10,"0","0",68,"Apartment",30,1
130,"10467","Entire home/apt",1,3,"Bronx",17,0,100,10,"1","0",60,"Apartment",2,1
35,"11692","Private room",1,2,"Queens",28,0,88,8,"1","0",60,"Apartment",14,1
60,"11103","Private room",1,2,"Queens",0,0,94,10,"0","0",10,"Apartment",1,1
145,"10025","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","1",50,"Apartment",1,1
99,"10029","Private room",1,2,"Manhattan",0,1,97,9,"1","1",0,"Apartment",2,1
68,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",5,1
247,"10031","Entire home/apt",2,6,"Manhattan",7,1,99,9,"1","0",100,"Apartment",2,2
120,"10036","Private room",1,4,"Manhattan",18,0,100,10,"0","0",80,"Apartment",1,1
99,"11210","Entire home/apt",0,2,"Brooklyn",28,0,100,10,"1","0",0,"Other",1,1
175,"10024","Entire home/apt",1,2,"Manhattan",3,1,95,10,"1","0",70,"Townhouse",3,1
41,"11237","Private room",1,2,"Brooklyn",21,0,97,10,"0","0",29,"Apartment",1,1
100,"11221","Entire home/apt",2,5,"Brooklyn",2,0,95,9,"1","0",80,"Apartment",2,1
99,"11216","Entire home/apt",1,6,"Brooklyn",4,0,95,10,"0","0",100,"Apartment",180,1
159,"10003","Entire home/apt",0,2,"Manhattan",1,0,99,10,"1","1",80,"Apartment",2,1
70,"11220","Entire home/apt",2,5,"Brooklyn",6,0,94,8,"1","0",70,"Apartment",30,1
200,"10003","Private room",1,2,"Manhattan",0,0,100,10,"1","1",0,"Apartment",3,1
190,"10038","Entire home/apt",1,4,"Manhattan",25,1,100,10,"1","1",128,"Apartment",29,1
89,"11238","Private room",0,2,"Brooklyn",28,0,83,10,"1","1",70,"Apartment",90,1
70,"","Private room",1,1,"Manhattan",0,0,90,10,"1","0",30,"Apartment",1,1
100,"11215","Entire home/apt",1,2,"Brooklyn",0,1,99,10,"0","0",150,"Apartment",28,1
100,"10030","Entire home/apt",1,3,"Manhattan",0,1,98,10,"1","1",100,"Apartment",2,1
80,"10025","Private room",1,2,"Manhattan",2,0,100,10,"1","0",15,"Apartment",2,1
100,"11217","Entire home/apt",1,2,"Brooklyn",0,1,97,10,"0","0",40,"Apartment",3,1
150,"11215","Entire home/apt",1,4,"Brooklyn",0,1,83,9,"1","0",0,"Apartment",10,1
89,"10034","Entire home/apt",1,3,"Manhattan",0,0,94,10,"1","1",75,"Apartment",3,1
98,"11206","Entire home/apt",1,2,"Brooklyn",0,0,100,9,"0","0",0,"Apartment",10,1
60,"10027","Private room",1,2,"Manhattan",5,1,85,9,"1","1",20,"Apartment",1,1
65,"11211","Private room",1,1,"Brooklyn",0,0,100,10,"0","0",0,"Loft",20,1
350,"10025","Entire home/apt",3,6,"Manhattan",0,0,89,9,"0","0",150,"Apartment",6,2
175,"11207","Entire home/apt",2,4,"Brooklyn",3,1,95,9,"1","0",75,"Apartment",3,2
95,"10016","Private room",1,4,"Manhattan",6,0,86,9,"1","1",0,"Apartment",30,2
60,"11232","Private room",1,2,"Brooklyn",12,0,60,10,"0","0",25,"House",2,2
60,"10044","Private room",1,1,"Manhattan",0,0,97,10,"0","1",15,"Apartment",2,1
80,"11206","Private room",1,2,"Brooklyn",0,0,100,6,"0","0",0,"House",1,2
163,"11205","Entire home/apt",2,6,"Brooklyn",4,0,98,9,"1","0",100,"Apartment",2,2
89,"10002","Private room",1,2,"Manhattan",7,0,96,10,"1","0",79,"Apartment",5,1
77,"10011","Private room",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",1,1
250,"11432","Entire home/apt",5,16,"Queens",12,1,98,10,"1","0",150,"House",2,3
625,"10011","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","1",125,"Apartment",2,2
174,"10005","Entire home/apt",1,2,"Manhattan",6,0,90,10,"1","1",130,"Apartment",29,1
175,"11106","Entire home/apt",1,2,"Queens",14,1,96,9,"1","0",30,"Condominium",1,1
85,"11221","Private room",1,2,"Brooklyn",11,0,90,10,"1","0",25,"Townhouse",1,1
275,"10025","Entire home/apt",3,6,"Manhattan",0,1,99,10,"1","0",100,"Other",3,2
40,"11221","Private room",1,1,"Brooklyn",0,0,93,10,"0","0",0,"Apartment",5,2
129,"11206","Entire home/apt",1,2,"Brooklyn",0,0,94,10,"0","0",0,"Apartment",1,1
210,"10005","Entire home/apt",1,4,"Manhattan",24,0,100,10,"1","1",35,"Apartment",1,1
49,"11215","Private room",1,2,"Brooklyn",2,1,98,10,"0","0",0,"Apartment",6,1
65,"10009","Private room",1,1,"Manhattan",0,0,100,10,"1","0",0,"Apartment",2,1
150,"11210","Entire home/apt",2,4,"Brooklyn",7,1,100,10,"1","0",0,"House",6,1
999,"10014","Private room",0,2,"Manhattan",14,1,87,10,"1","0",0,"Other",1,1
65,"11205","Private room",1,2,"Brooklyn",0,0,89,9,"1","0",25,"Apartment",2,2
170,"11207","Entire home/apt",2,4,"Brooklyn",0,0,89,9,"1","0",50,"Apartment",2,1
40,"11233","Private room",1,3,"Brooklyn",0,0,77,8,"0","0",40,"Apartment",1,1
55,"10029","Private room",1,2,"Manhattan",1,1,99,10,"1","0",30,"Apartment",3,1
65,"11237","Private room",1,1,"Brooklyn",2,0,100,10,"0","0",0,"Apartment",2,1
265,"11218","Entire home/apt",3,7,"Brooklyn",0,0,98,10,"1","0",110,"Apartment",2,2
80,"10030","Entire home/apt",1,2,"Manhattan",0,0,80,10,"1","1",50,"Apartment",2,1
35,"11429","Private room",1,1,"Queens",2,0,95,10,"1","0",0,"House",3,1
350,"10012","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","0",75,"Apartment",5,1
299,"10314","Entire home/apt",4,8,"Staten Island",24,1,96,9,"1","0",160,"House",4,3
143,"11218","Private room",1,2,"Brooklyn",1,0,80,9,"0","0",25,"House",3,1
170,"11421","Entire home/apt",3,6,"Queens",9,1,98,9,"0","0",100,"Apartment",3,1
99,"10025","Entire home/apt",1,2,"Manhattan",0,0,96,10,"1","1",65,"Apartment",5,1
120,"10069","Private room",1,2,"Manhattan",8,0,95,10,"1","1",50,"Apartment",3,1
480,"10003","Entire home/apt",2,4,"Manhattan",0,1,90,9,"1","0",80,"Apartment",3,1
120,"11225","Entire home/apt",0,1,"Brooklyn",4,1,98,10,"1","0",45,"Apartment",2,1
250,"10075","Entire home/apt",2,4,"Manhattan",9,1,100,10,"1","0",75,"Apartment",5,1
240,"10021","Entire home/apt",1,4,"Manhattan",0,0,100,10,"1","1",150,"Apartment",5,1
70,"10036","Private room",1,1,"Manhattan",3,0,64,10,"0","0",15,"Apartment",1,1
225,"11211","Entire home/apt",2,4,"Brooklyn",0,1,99,10,"1","0",200,"Apartment",2,2
200,"10014","Entire home/apt",1,2,"Manhattan",0,0,89,10,"1","0",50,"Apartment",2,1
90,"11211","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",35,"Apartment",3,1
59,"11375","Private room",1,4,"Queens",11,0,91,10,"0","0",0,"House",3,1
102,"11211","Entire home/apt",2,4,"Brooklyn",1,1,93,10,"0","1",79,"Apartment",10,1
53,"11355","Private room",1,2,"Queens",28,0,100,10,"0","0",0,"House",2,2
65,"11206","Private room",1,2,"Brooklyn",24,1,100,10,"1","0",20,"Apartment",1,1
74,"11221","Entire home/apt",2,3,"Brooklyn",9,0,91,9,"0","0",60,"Townhouse",2,1
100,"10463","Entire home/apt",1,4,"Bronx",8,0,60,8,"1","0",45,"House",3,1
60,"11237","Private room",1,2,"Brooklyn",2,0,98,10,"1","0",0,"Apartment",2,1
995,"11215","Entire home/apt",4,8,"Brooklyn",21,1,99,10,"1","0",300,"House",2,3
150,"11216","Entire home/apt",2,4,"Brooklyn",0,1,98,10,"1","0",150,"House",3,2
150,"10003","Private room",1,3,"Manhattan",11,0,80,9,"1","0",30,"Apartment",2,1
63,"11233","Entire home/apt",0,2,"Brooklyn",0,0,88,9,"0","0",35,"Other",2,1
700,"10003","Entire home/apt",2,4,"Manhattan",0,0,97,10,"1","1",120,"Loft",2,2
70,"11237","Private room",1,2,"Brooklyn",18,1,97,10,"0","0",45,"Loft",1,2
599,"10017","Private room",0,4,"Manhattan",30,0,80,9,"1","1",100,"Other",3,1
52,"11213","Private room",1,2,"Brooklyn",14,0,90,9,"1","0",65,"Apartment",2,1
65,"11370","Private room",1,5,"Queens",12,1,93,10,"0","0",20,"Other",1,1
50,"11218","Private room",1,1,"Brooklyn",9,1,97,9,"0","0",0,"Townhouse",2,1
150,"10021","Private room",1,3,"Manhattan",8,0,95,10,"0","0",55,"Apartment",2,1
70,"11205","Private room",1,2,"Brooklyn",25,0,90,8,"0","1",60,"Apartment",2,1
140,"11226","Entire home/apt",3,5,"Brooklyn",0,1,100,10,"1","0",80,"Apartment",5,1
65,"11211","Private room",1,2,"Brooklyn",3,0,90,10,"1","0",20,"Apartment",3,1
50,"11233","Private room",1,2,"Brooklyn",29,0,94,9,"1","0",30,"Apartment",2,1
50,"11377","Private room",1,2,"Queens",0,0,93,9,"0","0",60,"Apartment",5,1
315,"10003","Entire home/apt",1,3,"Manhattan",2,0,100,10,"1","1",80,"Apartment",6,1
70,"11216","Private room",1,2,"Brooklyn",17,0,75,9,"0","0",15,"Apartment",2,2
97,"11375","Entire home/apt",1,3,"Queens",0,0,93,10,"1","0",50,"Apartment",3,1
80,"11103","Private room",1,2,"Queens",10,0,93,10,"1","0",35,"Apartment",1,1
151,"10029","Entire home/apt",2,5,"Manhattan",3,0,84,10,"1","0",0,"Apartment",3,1
75,"10031","Private room",1,2,"Manhattan",0,0,97,9,"1","0",0,"Townhouse",4,1
70,"11206","Private room",1,2,"Brooklyn",12,0,95,10,"1","1",40,"Apartment",1,1
120,"11222","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"0","0",20,"Apartment",3,1
50,"11206","Private room",1,1,"Brooklyn",1,1,97,9,"1","0",5,"Apartment",3,2
67,"11418","Private room",1,2,"Queens",20,1,98,9,"1","0",20,"Apartment",2,2
130,"11221","Entire home/apt",1,2,"Brooklyn",0,0,88,9,"0","0",0,"Apartment",4,1
48,"11238","Private room",1,2,"Brooklyn",9,1,98,10,"0","1",50,"Apartment",2,1
200,"10021","Entire home/apt",1,2,"Manhattan",0,0,96,10,"1","0",40,"Apartment",5,2
99,"11101","Private room",1,2,"Queens",23,0,93,10,"0","0",25,"Townhouse",1,1
280,"11211","Entire home/apt",2,4,"Brooklyn",3,0,96,10,"1","1",120,"Apartment",1,1
125,"10021","Entire home/apt",2,2,"Manhattan",9,0,93,10,"1","1",70,"Apartment",1,1
205,"10035","Entire home/apt",1,4,"Manhattan",0,0,91,9,"1","1",25,"Apartment",1,1
54,"11225","Private room",1,2,"Brooklyn",5,1,97,9,"1","1",0,"Apartment",3,1
50,"11221","Private room",1,2,"Brooklyn",0,0,87,10,"0","0",25,"Apartment",2,1
45,"11216","Private room",1,2,"Brooklyn",0,1,100,10,"1","0",50,"Apartment",2,2
55,"10027","Private room",2,2,"Manhattan",0,1,97,10,"0","1",15,"Apartment",2,1
150,"10031","Entire home/apt",1,2,"Manhattan",0,0,100,8,"1","0",120,"Apartment",180,1
120,"10023","Entire home/apt",1,4,"Manhattan",0,0,100,10,"1","0",50,"Apartment",1,1
199,"10012","Entire home/apt",1,2,"Manhattan",9,1,98,10,"1","0",100,"Apartment",2,1
239,"10016","Entire home/apt",2,6,"Manhattan",15,0,100,10,"1","1",70,"Apartment",3,1
59,"11435","Entire home/apt",1,4,"Queens",1,1,96,9,"1","0",70,"Apartment",1,1
150,"11221","Entire home/apt",2,4,"Brooklyn",0,0,100,10,"1","0",250,"Apartment",2,2
68,"11211","Private room",1,2,"Brooklyn",6,0,100,10,"1","0",50,"Loft",3,3
190,"10028","Entire home/apt",1,2,"Manhattan",16,1,98,10,"1","0",60,"Apartment",2,1
129,"11222","Entire home/apt",0,4,"Brooklyn",0,1,100,7,"1","1",0,"Other",30,1
96,"11372","Entire home/apt",1,3,"Queens",0,0,100,10,"1","0",50,"Apartment",2,1
175,"10002","Entire home/apt",1,2,"Manhattan",0,0,87,9,"1","0",75,"Apartment",5,1
125,"11101","Entire home/apt",1,3,"Queens",25,1,96,9,"1","0",50,"Apartment",2,1
170,"10002","Entire home/apt",0,2,"Manhattan",0,0,100,10,"0","0",0,"Apartment",1,1
125,"11230","Entire home/apt",1,4,"Brooklyn",0,1,97,10,"1","0",60,"Apartment",3,1
60,"11205","Private room",1,1,"Brooklyn",6,0,100,10,"0","0",25,"Apartment",3,1
175,"11231","Entire home/apt",1,3,"Brooklyn",0,0,99,10,"0","0",75,"Apartment",7,1
225,"10019","Entire home/apt",1,4,"Manhattan",30,0,100,10,"1","1",150,"Other",30,1
150,"10016","Entire home/apt",1,3,"Manhattan",0,0,100,10,"1","1",150,"Condominium",30,1
80,"11213","Private room",1,2,"Brooklyn",20,0,100,10,"1","0",0,"Apartment",1,1
50,"11218","Private room",1,1,"Brooklyn",0,0,80,10,"1","1",25,"Condominium",2,1
200,"10003","Private room",1,2,"Manhattan",0,0,100,10,"1","1",75,"Loft",1,1
65,"11226","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",10,"Apartment",1,1
100,"10021","Private room",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",1,2
100,"11206","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",30,"Apartment",1,1
80,"10032","Entire home/apt",1,2,"Manhattan",5,0,96,10,"1","0",50,"Apartment",3,1
81,"11222","Entire home/apt",1,2,"Brooklyn",4,1,100,10,"1","1",80,"Condominium",2,1
55,"11413","Private room",1,2,"Queens",28,0,90,8,"1","0",0,"House",1,1
275,"11692","Entire home/apt",3,8,"Queens",15,1,98,10,"1","0",100,"Other",2,1
140,"10017","Entire home/apt",1,3,"Manhattan",0,0,100,10,"1","1",69,"Apartment",3,1
99,"10036","Entire home/apt",1,4,"Manhattan",30,0,94,10,"1","0",75,"Apartment",30,1
140,"10024","Entire home/apt",1,4,"Manhattan",0,0,88,10,"1","0",60,"Apartment",2,1
219,"10019","Entire home/apt",1,2,"Manhattan",17,0,97,10,"1","1",100,"Apartment",4,1
100,"10029","Private room",1,2,"Manhattan",3,1,96,9,"0","0",95,"Apartment",1,1
199,"10016","Entire home/apt",0,4,"Manhattan",30,0,80,10,"0","0",149,"Apartment",30,1
96,"10002","Entire home/apt",1,2,"Manhattan",0,0,98,9,"1","0",50,"Apartment",2,1
88,"11213","Entire home/apt",1,5,"Brooklyn",15,0,95,10,"0","0",49,"Townhouse",3,1
200,"10021","Entire home/apt",2,4,"Manhattan",19,1,96,10,"1","0",80,"Apartment",1,1
250,"10012","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","0",125,"Apartment",4,1
165,"11211","Entire home/apt",1,4,"Brooklyn",15,1,97,10,"1","0",135,"Apartment",3,1
65,"11421","Private room",1,2,"Queens",18,0,92,9,"1","0",15,"Apartment",2,1
105,"11211","Private room",1,2,"Brooklyn",0,1,100,10,"0","0",0,"Apartment",3,1
175,"10002","Entire home/apt",1,4,"Manhattan",0,0,100,10,"1","0",0,"Apartment",1,1
150,"11215","Entire home/apt",2,3,"Brooklyn",0,0,100,10,"0","0",0,"Apartment",4,1
90,"10001","Shared room",1,1,"Manhattan",0,0,95,10,"0","1",15,"Apartment",2,1
69,"11221","Private room",1,2,"Brooklyn",21,0,100,10,"0","0",0,"Apartment",2,1
75,"11221","Private room",1,2,"Brooklyn",2,0,92,9,"1","0",0,"Apartment",3,1
155,"10128","Entire home/apt",0,2,"Manhattan",0,0,93,10,"1","0",25,"Apartment",21,1
128,"11206","Entire home/apt",1,3,"Brooklyn",1,0,100,10,"1","0",30,"Apartment",3,1
225,"11201","Entire home/apt",1,1,"Brooklyn",4,0,100,10,"1","1",75,"Loft",3,1
180,"11218","Entire home/apt",2,5,"Brooklyn",0,0,99,10,"1","1",100,"Apartment",1,1
110,"11201","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"1","0",150,"Apartment",2,1
56,"11226","Private room",1,2,"Brooklyn",0,0,95,8,"0","1",25,"Apartment",7,1
210,"10021","Entire home/apt",0,2,"Manhattan",0,0,100,10,"1","1",100,"Apartment",1,1
175,"10025","Entire home/apt",1,4,"Manhattan",0,1,97,10,"1","0",150,"Apartment",1,1
85,"11237","Private room",1,3,"Brooklyn",9,0,96,10,"1","0",0,"Apartment",2,2
200,"11221","Entire home/apt",2,6,"Brooklyn",2,1,96,9,"1","0",80,"House",2,1
35,"11207","Private room",1,1,"Brooklyn",0,0,90,10,"0","0",20,"Apartment",6,1
41,"10312","Private room",1,2,"Staten Island",0,0,84,9,"0","0",25,"House",2,1
400,"11356","Entire home/apt",3,6,"Queens",6,1,99,10,"1","0",0,"House",2,2
125,"10036","Entire home/apt",2,2,"Manhattan",4,1,100,10,"1","0",100,"Apartment",30,1
135,"11412","Entire home/apt",1,3,"Queens",16,0,94,9,"1","0",10,"House",1,1
200,"11206","Entire home/apt",2,5,"Brooklyn",0,0,80,8,"1","0",75,"Apartment",3,1
50,"10022","Private room",1,2,"Manhattan",0,0,91,10,"0","0",25,"Condominium",1,1
38,"11385","Private room",1,2,"Queens",4,0,100,10,"0","0",10,"Condominium",4,1
70,"11216","Private room",1,5,"Brooklyn",12,0,40,8,"1","0",50,"Apartment",1,2
29,"10464","Private room",1,1,"Bronx",6,0,100,10,"0","0",0,"House",1,2
60,"11205","Private room",2,4,"Brooklyn",4,0,100,10,"1","0",45,"Apartment",1,1
74,"10009","Private room",1,2,"Manhattan",0,0,90,10,"0","0",50,"Apartment",1,1
220,"11211","Entire home/apt",1,2,"Brooklyn",0,0,98,10,"0","0",45,"Apartment",3,1
220,"11211","Entire home/apt",1,2,"Brooklyn",3,0,92,10,"0","0",60,"Apartment",4,1
125,"11211","Entire home/apt",2,5,"Brooklyn",0,1,95,10,"1","0",40,"Apartment",1,1
75,"10009","Shared room",1,2,"Manhattan",6,0,96,9,"0","1",50,"Apartment",7,1
60,"11377","Private room",1,2,"Queens",9,1,100,9,"1","0",0,"Apartment",2,1
50,"10031","Private room",1,2,"Manhattan",0,0,100,6,"1","1",0,"Apartment",3,1
85,"10309","Entire home/apt",2,4,"Staten Island",1,1,98,10,"1","0",60,"House",2,2
108,"11225","Entire home/apt",1,2,"Brooklyn",4,0,100,10,"1","1",75,"Apartment",29,1
99,"11211","Private room",1,2,"Brooklyn",14,0,96,10,"1","1",100,"Loft",2,1
60,"11233","Private room",1,2,"Brooklyn",0,0,89,9,"1","0",0,"Apartment",1,1
110,"11216","Entire home/apt",2,4,"Brooklyn",0,0,95,9,"1","1",70,"Apartment",3,1
25,"11385","Private room",1,3,"Queens",2,1,99,9,"1","0",15,"Apartment",1,1
93,"10024","Entire home/apt",0,3,"Manhattan",0,0,71,9,"1","0",75,"Apartment",30,1
65,"11206","Private room",1,3,"Brooklyn",0,0,84,8,"1","0",50,"Apartment",1,1
80,"10032","Entire home/apt",1,1,"Manhattan",22,1,88,9,"0","0",75,"Apartment",60,1
245,"10010","Entire home/apt",1,3,"Manhattan",30,1,60,8,"1","1",0,"Other",30,1
160,"10004","Entire home/apt",1,3,"Manhattan",0,0,90,10,"1","1",125,"Apartment",7,1
200,"10021","Entire home/apt",1,5,"Manhattan",6,0,80,10,"1","1",150,"Apartment",2,1
250,"11414","Entire home/apt",3,16,"Queens",3,0,100,10,"1","0",200,"Other",1,2
67,"10019","Shared room",1,2,"Manhattan",28,1,90,10,"1","0",7,"Apartment",1,1
160,"10002","Entire home/apt",1,3,"Manhattan",0,1,100,8,"1","1",75,"Apartment",2,1
50,"11368","Private room",1,2,"Queens",9,1,93,10,"0","0",0,"House",1,1
75,"10031","Private room",1,1,"Manhattan",7,1,99,10,"0","1",20,"Apartment",2,1
74,"11233","Private room",1,1,"Brooklyn",23,0,100,10,"0","0",0,"Apartment",3,1
100,"11104","Entire home/apt",1,5,"Queens",3,0,95,10,"1","0",29,"Apartment",2,1
650,"11211","Entire home/apt",3,5,"Brooklyn",0,0,88,10,"1","1",0,"Apartment",2,2
100,"11216","Private room",1,2,"Brooklyn",0,0,99,10,"1","1",0,"Apartment",2,1
99,"11106","Entire home/apt",1,3,"Queens",0,1,97,10,"1","0",45,"Apartment",2,1
111,"10002","Entire home/apt",1,2,"Manhattan",4,0,97,9,"0","0",0,"Apartment",1,1
133,"10009","Entire home/apt",1,2,"Manhattan",1,0,94,10,"1","0",120,"Apartment",28,1
80,"11221","Private room",1,1,"Brooklyn",9,1,92,9,"1","0",25,"House",2,1
130,"11211","Private room",1,2,"Brooklyn",0,0,100,10,"1","1",35,"Apartment",1,1
300,"10002","Entire home/apt",2,4,"Manhattan",19,0,100,10,"1","0",140,"Apartment",2,2
90,"11216","Private room",1,2,"Brooklyn",0,0,95,9,"1","0",0,"House",12,1
55,"11216","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",0,"Townhouse",3,2
60,"10025","Entire home/apt",1,1,"Manhattan",0,0,98,10,"0","1",100,"Apartment",14,1
200,"11201","Entire home/apt",1,3,"Brooklyn",0,0,100,10,"1","1",60,"Apartment",2,1
50,"10011","Private room",2,2,"Manhattan",9,0,95,10,"0","0",40,"Apartment",2,1
70,"10039","Private room",1,2,"Manhattan",0,0,99,9,"1","0",30,"Apartment",1,1
110,"10011","Private room",1,2,"Manhattan",0,0,80,9,"0","0",20,"Apartment",3,1
75,"11221","Private room",1,3,"Brooklyn",1,0,89,9,"1","0",25,"Condominium",1,1
105,"11238","Entire home/apt",2,2,"Brooklyn",0,0,90,10,"0","1",75,"Apartment",4,1
42,"11216","Private room",1,2,"Brooklyn",15,0,100,10,"0","0",16,"Apartment",1,1
139,"11222","Entire home/apt",2,4,"Brooklyn",2,1,99,10,"1","0",100,"Apartment",3,1
299,"10021","Entire home/apt",4,9,"Manhattan",10,0,20,2,"1","0",280,"Townhouse",3,4
39,"10464","Private room",1,2,"Bronx",7,0,100,10,"1","0",30,"Condominium",2,1
59,"11102","Private room",1,2,"Queens",14,0,94,10,"1","0",20,"House",1,1
135,"10019","Private room",1,2,"Manhattan",26,1,94,10,"1","1",50,"Apartment",3,1
177,"11206","Entire home/apt",2,6,"Brooklyn",29,0,100,10,"1","0",85,"Apartment",30,1
275,"10036","Entire home/apt",1,3,"Manhattan",14,0,87,10,"1","1",45,"Apartment",1,1
50,"11206","Private room",1,1,"Brooklyn",5,1,100,9,"1","0",0,"House",7,1
52,"10027","Private room",1,1,"Manhattan",1,0,100,9,"0","0",30,"Apartment",30,1
100,"11103","Entire home/apt",2,4,"Queens",20,1,97,9,"1","0",150,"House",30,1
35,"11207","Private room",0,1,"Brooklyn",0,0,100,10,"0","0",15,"Apartment",3,1
75,"11206","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",15,"Apartment",1,1
120,"10012","Private room",1,1,"Manhattan",29,1,98,10,"0","0",50,"Apartment",1,1
175,"10009","Entire home/apt",1,3,"Manhattan",0,0,80,9,"1","1",150,"Apartment",4,1
20,"11237","Private room",1,1,"Brooklyn",0,1,98,10,"1","0",5,"Apartment",1,1
